Title,Username,final_review,compound,sentiment,adjectives_only
Festival Lentera Putrajaya,Michelle Tan,amazing visuals and good live music definitely a highlight of the year,0.8957,Positive,amazing good live
Festival Lentera Putrajaya,Syaqira Afiqah,long queue at the food stalls but the lanterns made it worth it,0.3291,Positive,
Festival Lentera Putrajaya,Hana Lim,wonderful event but could improve on cleanliness near the toilets,0.7351,Positive,wonderful
Festival Lentera Putrajaya,Aiman Fadli,enjoyed every moment hope it becomes a yearly tradition,0.7351,Positive,yearly
Festival Wayang Wong 2025,Hafiz Zainal,very interesting performance full of color and emotion,0.4576,Positive,interesting full
Festival Wayang Wong 2025,Tan Li Xuan,traditional yet entertaining loved the costumes and expressions,0.7783,Positive,traditional
Festival Wayang Wong 2025,Nurul Farzana,"The first time I saw wayang wong, I was really impressed with the story line and music",0.5256,Positive,first impressed
Festival Wayang Wong 2025,Izwan Rahmat,the energetic performance of the costume is also very beautiful and detailed,0.796,Positive,energetic
Festival Wayang Wong 2025,Liyana Hashim,the best is that even children are entertained watching this show,0.7845,Positive,
Festival Wayang Wong 2025,Mohd Faizal,amazing performance but the seats are a bit cramped,0.34,Positive,cramped
Festival Wayang Wong 2025,Zuraida,artistic and full of classical Javanese cultural values,0.4019,Positive,artistic full classical javanese cultural
Festival Wayang Wong 2025,Wong Mei Ling,loved how the actors express the story through dance so graceful,0.8301,Positive,express
Festival Wayang Wong 2025,Syafiq Hamid,"a unique experience, never seen theater art like this before",0.3612,Positive,unique theater
Festival Wayang Wong 2025,Aisyah Khair,"The costumes are very eye-catching, colorful and beautiful",0.5994,Positive,colorful
Festival Wayang Wong 2025,Daniel Chong,educational and entertaining perfect for cultural lovers,0.875,Positive,educational perfect cultural
Festival Wayang Wong 2025,Nur Hazirah,the performance is quite long but full of meaning,0.0,Neutral,full
Festival Wayang Wong 2025,Izzat Manaf,each character has its own style which is great,0.6249,Positive,great
Festival Wayang Wong 2025,Farah Syamimi,a performance that combines dance and acting well,0.2732,Positive,
Festival Wayang Wong 2025,Nor Hidayah,the actors are all very talented and impressed,0.788,Positive,impressed
Festival Wayang Wong 2025,Azlan Ismail,enjoyed the live gamelan music adds real depth to the show,0.5106,Positive,live real
Festival Wayang Wong 2025,Rohani Omar,a performance full of cultural significance of the archipelago,0.2732,Positive,full cultural
Festival Wayang Wong 2025,Muhammad Iqbal,I don't think old art like this is still respected,0.6808,Positive,old
Festival Wayang Wong 2025,Nurainie,beautiful stage lighting suitable for traditional performances,0.5994,Positive,beautiful suitable traditional
Festival Wayang Wong 2025,Kelvin Tan,it’s like watching a living history beautifully performed,0.7351,Positive,
Festival Wayang Wong 2025,Nabila Zain,compact performance and full of moral value,0.34,Positive,compact full moral
Festival Wayang Wong 2025,Fauzan Rahim,I like the story even though it is classic but easy to understand,0.6808,Positive,classic easy
Festival Wayang Wong 2025,Aina Sofea,love how they incorporate local folklore in performance,0.6369,Positive,local
Festival Wayang Wong 2025,Fathiah Arif,a very interesting cultural experience for tourists,0.4576,Positive,interesting cultural
Festival Wayang Wong 2025,Mohd Akmal,the place is a bit hot but the performance is solid,0.2263,Positive,hot
Festival Wayang Wong 2025,Ameerah Idris,the actor's voice is loud and clear very professional,0.3818,Positive,loud clear
Festival Wayang Wong 2025,Junaidi,excellent choreography and storytelling,0.5719,Positive,excellent
Festival Wayang Wong 2025,Syafira,amazed to see young people bring classical art with enthusiasm,0.7269,Positive,young classical
Festival Wayang Wong 2025,Ridzwan,The show is suitable for all ages,0.0,Neutral,suitable
Festival Wayang Wong 2025,Diana Halim,wayang wong this time is more interesting than last year,0.4576,Positive,wong last
Festival Wayang Wong 2025,Nazri Jamal,good show but need more covered seats,0.2382,Positive,good
Festival Wayang Wong 2025,Ainur Izzati,a very harmonious combination of dance music and acting,0.5095,Positive,harmonious
Festival Wayang Wong 2025,Aisyah Liyana,fascinated by the traditional clothes worn by the actors,0.2263,Positive,traditional
Festival Wayang Wong 2025,Hanisah,very suitable for art and culture students,0.0,Neutral,suitable
Festival Wayang Wong 2025,Sharulnizam,great show despite the small venue,0.6249,Positive,great small
Festival Wayang Wong 2025,Nor Amirah,The costumes and makeup of the actors are really wow,0.624,Positive,
Festival Wayang Wong 2025,Ling Wei,such a deep cultural experience highly recommended,0.2716,Positive,deep cultural
Festival Wayang Wong 2025,Hazwani,the best colorful and emotional performance,0.7003,Positive,colorful emotional
Festival Wayang Wong 2025,Adli,The storyline is interesting and easy to understand,0.6808,Positive,easy
Festival Wayang Wong 2025,Sakinah Rahman,great storytelling through traditional dance,0.6249,Positive,great traditional
Festival Wayang Wong 2025,Nadia,loved every minute proud of our local culture,0.7906,Positive,proud local
Festival Wayang Wong 2025,Fauziah,beautiful show but need more rest time between scenes,0.3506,Positive,beautiful
Festival Wayang Wong 2025,Fariz,an eye-opening experience about traditional art,0.0,Neutral,traditional
Festival Wayang Wong 2025,Juliana,the music the lighting the costumes — all perfect,0.5719,Positive,
Festival Wayang Wong 2025,Afiq,interesting but the audience is quite crowded and it's hard to find a seat,0.0644,Positive,interesting hard
Festival Wayang Wong 2025,Rania,the show is very lively and not boring at all,0.6316,Positive,boring
Festival Wayang Wong 2025,Fikri Hasan,high staging quality worthy of international viewing,0.4404,Positive,high worthy international
Festival Wayang Wong 2025,Nurul Sakinah,the actors are all great and expressive,0.6249,Positive,great expressive
Festival Wayang Wong 2025,Saiful,best hope this festival continues every year,0.8834,Positive,best
Festival Wayang Wong 2025,Iman Hashim,proud moment to see our culture celebrated beautifully,0.8885,Positive,proud
Festival Wayang Wong 2025,Rozita,world-class traditional offerings,0.0,Neutral,traditional
Floating Market Sri Tanjung Tumpat,Vpc5Fe,attached,0.0,Neutral,
Floating Market Sri Tanjung Tumpat,7ydIa,"have to take a boat here and the entrance fee is rm, don't get me wrong, there are various foods you can try here, I like to mix and match, and it's good to have a foot massage for men riding lil pony archery",0.7878,Positive,wrong various mix good
Floating Market Sri Tanjung Tumpat,Jason Koh,sept at the time of visit there was a visit from the minister and there was a hive of activities not sure if its always like this busy all the time …,0.1376,Positive,sept hive busy
Floating Market Sri Tanjung Tumpat,Syazwan Azizi,from tumpat i take a boat at sungai pinang jetty which is not as busy as kok majid jetty the journey around minutes riding a boat and enjoyed it so much the place is quite small packed here and its only open on friday saturday and …,0.5106,Positive,busy much small open
Floating Market Sri Tanjung Tumpat,Hashrin Arin,"take a boat to the Kok Majid jetty and take a few minutes to enjoy the view of the river to various islands, dancing here is a very good place to visit",0.7501,Positive,various good
Floating Market Sri Tanjung Tumpat,Nasihatun Adamiah,first time to take a boat with the fare rm alone island with many attractions for tourists who have been there,0.2023,Positive,first many
Floating Market Sri Tanjung Tumpat,Desa Petaling,the journey from the kuala besar jetty is very smooth plenty of parking and short waiting time for the boat the market and island are very clean and the traders are friendly want to eat something delicious here they have kelantan oysters his name is lokan a recommended ootd place,0.8999,Positive,smooth short clean friendly delicious
Floating Market Sri Tanjung Tumpat,gee rozi,"went here to eat lunch, so many people boarded the boat from the Kuala Besar jetty, the car park was provided there, the boat manager was very kind and friendly, safety jackets were provided when we arrived in the morning, there was already a lot of food...",0.8737,Positive,many friendly arrived
